id,first_name,last_name,age,city,department,salary,years_experience,is_manager,skill_level,join_year
1,Kamil,Kluczek,62,Kraków,IT,8733,7,False,junior,2012
2,Jacek,Dreszer,59,Warszawa,IT,8798,27,False,junior,2016
3,Artur,Lalak,63,Wrocław,HR,8153,34,False,mid,2023
4,Paweł,Berendt,43,Rzeszów,HR,7896,8,True,junior,2021
5,Inga,Rej,44,Warszawa,Finance,7050,19,False,junior,2012
6,Tola,Midura,57,Gdańsk,Operations,12284,18,False,senior,2011
7,Filip,Glapiak,64,Rzeszów,Operations,13556,14,False,senior,2018
8,Tomasz,Kowaluk,51,Warszawa,Finance,12792,20,False,senior,2015
9,Jerzy,Soroko,56,Wrocław,Support,6981,15,False,junior,2017
10,Szymon,Zubowicz,65,Katowice,IT,17792,20,True,senior,2022
11,Konrad,Gral,39,Białystok,Operations,7044,2,False,junior,2022
12,Inga,Giedrojć,63,Warszawa,Marketing,7594,29,False,junior,2023
13,Borys,Szkopek,59,Rzeszów,IT,9692,25,False,mid,2013
14,Julianna,Batóg,31,Wrocław,IT,15417,2,False,senior,2018
15,Jan,Gemza,57,Warszawa,Operations,9393,0,False,mid,2013
16,Damian,Nawrotek,40,Warszawa,Marketing,7250,13,False,junior,2015
17,Kaja,Kiliszek,54,Kraków,Sales,13426,6,False,senior,2021
18,Konstanty,Trzcionka,32,Białystok,Support,17701,8,False,lead,2010
19,Przemysław,Bryda,29,Lublin,HR,16823,5,True,senior,2012
20,Natan,Noszczyk,27,Warszawa,Marketing,8725,5,False,mid,2025
21,Tomasz,Cukier,57,Lublin,Finance,7708,10,False,junior,2016
22,Patryk,Moj,41,Łódź,Finance,16995,12,False,lead,2017
23,Mieszko,Halik,36,Gdańsk,IT,9790,1,False,mid,2011
24,Błażej,Zemanek,36,Lublin,IT,19488,1,False,lead,2016
25,Aleksander,Lelonek,56,Lublin,Sales,14737,8,False,senior,2023
26,Róża,Jałowiec,34,Wrocław,Finance,5721,1,False,junior,2013
27,Marcel,Bodzak,25,Katowice,IT,15696,3,False,senior,2024
28,Maksymilian,Skałka,30,Wrocław,Operations,10254,6,True,junior,2013
29,Gustaw,Grymuza,25,Białystok,Operations,17989,0,False,lead,2025
30,Olgierd,Roś,35,Warszawa,Finance,9586,13,False,mid,2024
31,Eryk,Stochel,40,Łódź,Operations,9993,13,False,mid,2014
32,Krzysztof,Szwaja,34,Warszawa,Marketing,9484,4,True,junior,2011
33,Olaf,Pindral,25,Lublin,IT,9828,3,False,mid,2015
34,Aleks,Mazanek,26,Lublin,Finance,7833,4,False,junior,2017
35,Jerzy,Różewicz,59,Wrocław,Sales,9868,2,False,mid,2016
36,Oskar,Cukier,64,Wrocław,Marketing,6495,20,False,junior,2012
37,Konstanty,Fal,22,Gdańsk,IT,11572,0,False,mid,2018
38,Dariusz,Przewoźnik,30,Lublin,Finance,14725,5,False,senior,2019
39,Leonard,Idec,61,Lublin,HR,5050,33,False,junior,2018
40,Nikodem,Mydlak,29,Warszawa,HR,12904,1,False,senior,2016
41,Cezary,Jasnoch,65,Poznań,HR,11708,40,False,senior,2012
42,Wojciech,Zera,62,Warszawa,HR,12572,27,False,senior,2015
43,Alan,Kręgiel,50,Gdańsk,IT,14110,17,False,senior,2011
44,Andrzej,Gierak,45,Wrocław,IT,9663,18,False,mid,2021
45,Marcelina,Kubasiak,35,Warszawa,Operations,6664,10,False,junior,2014
46,Jeremi,Fita,37,Katowice,Operations,20360,5,True,lead,2023
47,Dagmara,Muskała,64,Katowice,IT,8427,15,False,junior,2017
48,Arkadiusz,Jakóbiak,34,Lublin,Operations,8791,7,False,mid,2022
49,Adam,Guźniczak,43,Rzeszów,HR,13137,8,False,senior,2020
50,Filip,Pierz,23,Kraków,Sales,12956,0,False,senior,2013
51,Jędrzej,Kurp,60,Katowice,Finance,8973,27,False,mid,2022
52,Cezary,Ciepłuch,58,Łódź,IT,8705,12,False,junior,2016
53,Bruno,Basak,45,Łódź,HR,5010,13,False,junior,2019
54,Jędrzej,Fydrych,54,Kraków,Marketing,8985,19,False,mid,2023
55,Sonia,Wołkowicz,64,Białystok,Sales,11044,24,False,mid,2010
56,Róża,Betka,41,Katowice,Sales,7609,9,False,junior,2024
57,Błażej,Lalak,65,Katowice,Support,8047,13,False,mid,2019
58,Witold,Stebel,54,Rzeszów,IT,7315,21,False,junior,2014
59,Melania,Cudzich,23,Poznań,Operations,9697,0,True,junior,2016
60,Błażej,Prażuch,46,Warszawa,Marketing,8636,15,False,mid,2023
61,Janina,Skotarek,36,Łódź,Finance,12997,2,False,senior,2024
62,Janina,Nóżka,30,Rzeszów,Sales,10612,7,False,mid,2023
63,Olgierd,Neubauer,57,Katowice,Sales,13812,28,False,senior,2018
64,Sebastian,Karmelita,55,Kraków,IT,10612,31,False,mid,2020
65,Anastazja,Miara,42,Warszawa,Finance,6376,17,False,junior,2012
66,Franciszek,Schwarz,48,Wrocław,IT,11095,13,False,mid,2010
67,Kamil,Furgała,58,Białystok,HR,9216,24,False,mid,2017
68,Damian,Jenek,53,Poznań,Finance,7156,14,False,junior,2015
69,Kaja,Wlazły,51,Gdańsk,IT,8811,29,False,junior,2010
70,Wiktor,Siwczak,27,Lublin,IT,10840,5,False,mid,2016
71,Fryderyk,Andrys,51,Lublin,HR,9226,10,False,mid,2018
72,Roksana,Bytner,27,Poznań,Support,4981,3,False,junior,2011
73,Iwo,Jędrys,23,Warszawa,IT,6968,0,False,junior,2016
74,Mateusz,Łukasz,51,Wrocław,Sales,6269,22,False,junior,2015
75,Oliwier,Delikat,41,Białystok,Sales,10337,3,False,mid,2022
76,Julita,Myrcik,34,Lublin,IT,10735,1,False,mid,2013
77,Cezary,Sporysz,58,Wrocław,Finance,9897,2,False,mid,2010
78,Cyprian,Duczmal,48,Wrocław,Finance,10383,26,False,mid,2014
79,Gustaw,Sadownik,49,Rzeszów,HR,13704,5,False,senior,2025
80,Damian,Chalimoniuk,51,Gdańsk,HR,11854,13,False,senior,2018
81,Jakub,Stefankiewicz,50,Gdańsk,Marketing,14224,7,False,senior,2020
82,Błażej,Gustaw,33,Katowice,HR,5631,7,False,junior,2010
83,Kajetan,Jędraszczyk,55,Łódź,Sales,7750,12,False,junior,2025
84,Dominik,Budzich,50,Kraków,Finance,7882,25,False,junior,2021
85,Radosław,Skocz,52,Wrocław,Marketing,10058,17,False,mid,2018
86,Dorota,Ziarek,41,Łódź,HR,5258,8,False,junior,2016
87,Konrad,Furgała,35,Łódź,Support,8859,11,False,mid,2013
88,Mariusz,Irla,34,Warszawa,IT,7623,4,False,junior,2011
89,Miłosz,Ziemak,25,Warszawa,Operations,8050,2,False,mid,2019
90,Liwia,Dzienis,52,Warszawa,IT,11456,15,False,mid,2013
91,Kazimierz,Wołoszyk,26,Gdańsk,Marketing,10505,3,False,mid,2019
92,Kacper,Pietrasz,27,Katowice,Sales,6724,1,False,junior,2022
93,Olgierd,Kubaczyk,50,Gdańsk,Finance,5746,14,False,junior,2013
94,Norbert,Gogacz,35,Łódź,IT,6807,10,False,junior,2015
95,Adam,Karłowicz,22,Gdańsk,HR,8658,0,False,mid,2024
96,Nicole,Fiołek,26,Katowice,Sales,17610,1,False,lead,2023
97,Karol,Wypiór,29,Białystok,Operations,11679,3,True,mid,2019
98,Ada,Stoltmann,60,Wrocław,Finance,18148,36,False,lead,2018
99,Krzysztof,Pacholik,54,Gdańsk,Operations,10472,31,False,mid,2018
100,Ewelina,Szajner,23,Łódź,Operations,5084,0,False,junior,2018
101,Hubert,Kuran,58,Warszawa,Sales,13939,2,False,senior,2015
102,Lidia,Salach,59,Poznań,IT,10865,27,False,mid,2020
103,Leon,Listwan,64,Kraków,Marketing,13840,6,False,senior,2011
104,Liwia,Kretowicz,51,Kraków,Support,9807,2,False,mid,2010
105,Kaja,Leszkiewicz,64,Warszawa,Sales,10841,34,False,mid,2024
106,Rozalia,Tatarczuk,25,Warszawa,HR,6485,1,False,junior,2013
107,Ksawery,Grzywnowicz,23,Kraków,IT,14420,0,False,senior,2013
108,Fabian,Bakalarczyk,51,Warszawa,Support,8819,3,False,mid,2023
109,Mariusz,Liedtke,52,Poznań,Finance,7581,15,False,junior,2014
110,Eliza,Dulas,26,Lublin,HR,12594,2,False,senior,2010
111,Ignacy,Młot,40,Gdańsk,Marketing,14029,9,False,senior,2025
112,Artur,Korbel,44,Poznań,Finance,9272,10,False,mid,2017
113,Natan,Tylek,58,Katowice,IT,8061,24,False,junior,2022
114,Julianna,Dumała,64,Poznań,IT,19917,41,False,lead,2020
115,Olaf,Pawełkiewicz,28,Warszawa,Support,15290,6,True,senior,2023
116,Borys,Pych,63,Katowice,HR,6128,9,False,junior,2012
117,Wojciech,Jasina,43,Wrocław,HR,13498,21,False,senior,2011
118,Stanisław,Kosela,61,Łódź,HR,4870,4,False,junior,2023
119,Krzysztof,Mirocha,28,Lublin,Finance,8618,6,False,mid,2011
120,Kornel,Matyka,42,Wrocław,IT,8818,1,False,junior,2015
121,Ida,Fleszar,32,Lublin,Sales,8188,2,False,junior,2014
122,Konstanty,Łachut,36,Wrocław,Marketing,10105,7,False,mid,2019
123,Ada,Okraska,65,Wrocław,HR,6237,34,False,junior,2018
124,Rozalia,Tyka,51,Rzeszów,Operations,12562,27,True,mid,2021
125,Anita,Wyskiel,58,Kraków,Support,16824,18,False,lead,2010
126,Lidia,Macias,58,Katowice,Operations,16942,3,False,lead,2021
127,Lidia,Smyl,36,Kraków,Marketing,5760,10,False,junior,2013
128,Kalina,Kidoń,62,Wrocław,Sales,9169,2,False,mid,2019
129,Patryk,Rawa,42,Warszawa,Sales,7974,13,False,junior,2018
130,Kornelia,Świstek,32,Białystok,Support,17087,4,False,lead,2013
131,Kaja,Podsiedlik,51,Rzeszów,Operations,6627,2,False,junior,2021
132,Roksana,Sobuś,27,Poznań,Finance,6573,3,False,junior,2022
133,Mikołaj,Plizga,62,Kraków,IT,8799,23,False,junior,2020
134,Oskar,Juśkiewicz,61,Gdańsk,Finance,10172,14,False,mid,2013
135,Olga,Preś,30,Kraków,Sales,22001,0,True,lead,2014
136,Natan,Myrcha,46,Rzeszów,Marketing,10605,14,False,mid,2014
137,Dominik,Pyszka,48,Poznań,Finance,5634,20,False,junior,2021
138,Eryk,Kidoń,35,Kraków,Finance,10004,7,False,mid,2021
139,Julita,Zagozda,25,Rzeszów,Support,5075,3,False,junior,2016
140,Sebastian,Midura,63,Warszawa,Operations,8515,40,False,mid,2016
141,Grzegorz,Widłak,26,Warszawa,Operations,5604,4,False,junior,2010
